KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
51376091,2,51376092,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51376092,1,,51376091,47,34,13,0,0,0,54,37,17,51,35,16,54,37,17,49,36,13,3,2,1,3,2,1,2,2,0,0,0,0,0,0,0,44,44,43,1,0,1,1,0,0,3,1,2,0,2,25,0,0
51376093,0,,,175,80,95,8,5,3,167,75,92,94,46,48,162,71,91,159,69,90,73,29,44,44,11,33,15,3,12,1,0,1,2,0,2,63,63,14,19,11,9,7,2,1,49,25,24,1,47,1,8,8
51377001,2,51377002,,5,4,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51377002,1,,51377001,63,33,30,10,6,4,57,30,27,34,20,14,55,29,26,54,28,26,23,10,13,5,1,4,2,0,2,1,0,1,0,0,0,26,26,10,10,1,4,0,2,1,18,15,3,3,15,1,4,4
51377003,0,,,431,196,235,50,23,27,377,170,207,227,105,122,369,165,204,368,165,203,150,65,85,82,30,52,33,14,19,1,0,1,21,2,19,148,148,37,36,25,22,17,6,5,110,59,51,16,94,13,10,19
51377004,0,,,108,50,58,12,5,7,96,45,51,52,23,29,91,42,49,90,42,48,44,22,22,19,8,11,8,4,4,0,0,0,0,0,0,28,28,3,6,7,2,4,2,4,25,10,15,3,25,0,3,4
51377005,0,,,527,256,271,38,23,15,472,224,248,282,144,138,448,210,238,440,209,231,190,80,110,103,39,64,34,7,27,3,0,3,5,0,5,159,159,27,35,34,22,18,14,9,128,60,68,10,118,1,16,15
51377006,0,,,128,63,65,7,0,7,119,62,57,66,39,27,118,61,57,117,60,57,53,23,30,32,15,17,7,2,5,1,0,1,0,0,0,45,45,7,15,13,5,1,2,2,37,24,13,1,32,0,5,7
51377008,0,,,127,71,56,14,8,6,112,63,49,69,41,28,107,60,47,105,58,47,43,22,21,26,14,12,6,2,4,0,0,0,0,0,0,29,29,1,6,2,6,5,4,5,28,9,19,4,24,0,0,4
51377009,0,,,314,145,169,36,16,20,271,124,147,151,74,77,265,121,144,263,120,143,120,50,70,67,25,42,23,7,16,0,0,0,14,2,12,101,101,24,20,24,10,11,6,6,75,39,36,7,69,10,5,12
51377013,0,,,4,0,4,0,0,0,4,0,4,4,0,4,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0
51377016,0,,,256,119,137,15,7,8,241,112,129,128,61,67,235,108,127,234,107,127,113,51,62,59,22,37,24,8,16,4,2,2,3,0,3,86,86,12,31,16,12,8,4,3,74,36,38,5,75,0,10,16
51377017,1,,51377027,614,306,308,62,37,25,551,268,283,327,167,160,531,258,273,525,254,271,224,101,123,120,52,68,42,13,29,0,0,0,15,7,8,174,174,26,39,35,28,14,17,16,148,70,78,14,138,9,9,19
51377018,1,,51377028,75,34,41,6,3,3,70,32,38,41,19,22,69,32,37,68,32,36,29,13,16,13,5,8,7,3,4,0,0,0,6,1,5,26,26,8,4,8,2,3,1,1,19,11,8,1,17,6,0,1
51377019,0,,,106,50,56,12,4,8,92,45,47,61,28,33,92,45,47,92,45,47,31,17,14,13,9,4,6,4,2,1,1,0,10,4,6,40,40,14,7,7,8,1,1,2,26,17,9,3,16,10,0,5
51377023,0,,,64,31,33,9,4,5,55,27,28,29,14,15,53,26,27,53,26,27,26,13,13,7,2,5,2,0,2,0,0,0,0,0,0,18,18,2,5,3,2,3,1,2,16,8,8,2,17,0,2,3
51377024,0,,,316,154,162,38,16,22,278,138,140,182,90,92,259,128,131,258,127,131,96,48,48,47,22,25,18,8,10,1,1,0,9,0,9,90,90,18,20,9,16,9,10,8,71,39,32,9,59,4,5,8
51377025,0,,,123,60,63,11,5,6,110,54,56,67,33,34,105,52,53,101,51,50,43,21,22,21,9,12,8,2,6,2,0,2,0,0,0,36,36,8,6,9,3,3,3,4,27,11,16,3,26,0,6,2
51377027,2,51377017,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51377028,2,51377018,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51377033,1,,51377043,79,38,41,12,7,5,59,29,30,36,19,17,59,29,30,59,29,30,23,10,13,9,2,7,7,2,5,0,0,0,1,0,1,35,35,20,4,4,3,3,1,1,16,9,7,3,13,6,1,1
51377034,0,,,53,26,27,5,3,2,42,20,22,20,10,10,42,20,22,42,20,22,22,10,12,8,4,4,3,2,1,0,0,0,3,0,3,21,21,7,5,4,3,0,2,0,13,9,4,1,12,3,4,2
51377035,0,,,271,125,146,27,11,16,244,114,130,145,70,75,234,110,124,230,108,122,99,44,55,50,18,32,16,2,14,1,0,1,5,1,4,76,76,12,17,10,13,11,6,7,64,24,40,5,62,1,7,7
51377036,0,,,98,49,49,11,9,2,87,40,47,50,23,27,85,40,45,84,40,44,37,17,20,13,6,7,3,0,3,1,0,1,2,0,2,34,34,5,10,11,5,1,1,1,29,23,6,2,24,1,3,7
51377037,0,,,147,69,78,19,9,10,128,60,68,77,37,40,122,58,64,121,57,64,51,23,28,23,8,15,10,4,6,0,0,0,1,0,1,38,38,5,4,9,7,7,1,5,33,14,19,4,33,0,5,2
51377038,0,,,75,34,41,3,0,3,72,34,38,43,21,22,70,33,37,69,33,36,29,13,16,15,7,8,3,2,1,0,0,0,6,1,5,21,21,2,7,1,5,3,2,1,18,10,8,1,18,0,2,5
51377043,2,51377033,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51377044,0,,,92,46,46,9,6,3,83,40,43,49,23,26,81,40,41,80,39,41,34,17,17,12,6,6,5,2,3,0,0,0,6,1,5,28,28,7,8,0,4,4,3,2,20,9,11,3,22,1,4,3
51377045,0,,,239,121,118,16,9,7,216,110,106,129,72,57,213,109,104,211,108,103,87,38,49,33,14,19,11,3,8,2,1,1,5,0,5,73,73,9,19,21,8,5,7,4,59,33,26,5,52,3,4,8
51377046,0,,,157,76,81,21,11,10,127,62,65,78,40,38,115,53,62,112,52,60,49,22,27,16,7,9,4,2,2,0,0,0,0,0,0,49,49,8,16,5,5,11,1,3,39,27,12,6,30,0,4,8
51377047,0,,,940,435,505,106,56,50,788,355,433,448,213,235,764,346,418,756,343,413,340,142,198,195,74,121,88,24,64,20,4,16,16,4,12,331,330,83,100,56,40,32,11,8,235,167,68,21,189,4,36,43
51377048,0,,,445,219,226,51,30,21,386,183,203,244,122,122,379,180,199,371,175,196,142,61,81,81,29,52,30,9,21,2,1,1,7,4,3,146,146,22,46,31,29,3,6,9,120,85,35,13,94,2,11,21
51377049,0,,,178,98,80,21,15,6,157,83,74,102,56,46,153,80,73,150,78,72,55,27,28,32,14,18,14,5,9,0,0,0,3,0,3,43,43,5,4,5,13,5,4,7,37,14,23,6,35,0,3,4
51377055,0,,,17,7,10,4,1,3,13,6,7,9,4,5,12,5,7,12,5,7,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,0,0,2,0,4,2,2,0,3,0,0,1
51377056,0,,,529,265,264,73,39,34,450,223,227,303,156,147,433,216,217,422,209,213,147,67,80,72,29,43,23,8,15,0,0,0,6,1,5,146,146,22,32,27,21,8,22,14,121,62,59,16,103,1,14,11
51377057,0,,,852,400,452,84,43,41,712,330,382,466,223,243,681,314,367,666,306,360,246,107,139,137,53,84,52,17,35,4,0,4,43,9,34,347,347,127,77,67,39,18,11,8,209,151,58,17,167,20,44,31
51377058,0,,,1679,813,866,177,91,86,1434,681,753,886,452,434,1390,658,732,1362,646,716,548,229,319,300,114,186,95,29,66,11,1,10,31,13,18,619,619,146,187,126,80,39,26,15,456,319,137,48,348,17,60,73
51377059,0,,,501,246,255,60,34,26,410,192,218,243,122,121,399,186,213,395,183,212,167,70,97,88,36,52,28,9,19,7,2,5,12,7,5,157,157,21,41,43,20,11,16,5,125,76,49,20,105,2,11,21
51377064,2,51377066,,80,16,64,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51377065,2,51377066,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51377066,1,,51377064;51377065,1145,564,581,127,63,64,1084,510,574,629,321,308,1040,480,560,1013,468,545,455,189,266,285,106,179,135,48,87,21,5,16,29,0,29,327,327,59,66,60,53,30,29,32,263,125,138,24,240,21,24,30
51377067,0,,,250,131,119,32,24,8,206,100,106,125,66,59,204,99,105,202,97,105,81,34,47,34,13,21,17,6,11,2,1,1,7,0,7,64,64,11,7,9,13,7,9,8,50,16,34,5,48,3,2,1
51377068,0,,,335,148,187,31,14,17,295,128,167,190,85,105,288,125,163,285,124,161,105,43,62,61,22,39,18,7,11,1,0,1,26,0,26,109,109,33,20,20,11,6,11,8,72,32,40,8,68,14,4,8
51377069,0,,,309,153,156,34,22,12,272,131,141,155,78,77,266,128,138,265,128,137,117,53,64,55,17,38,30,11,19,6,1,5,4,0,4,97,97,17,32,13,11,9,9,6,78,43,35,8,74,0,14,14
51377075,2,51377076,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51377076,1,,51377075,1135,563,572,104,57,47,992,481,511,551,283,268,963,464,499,953,460,493,441,198,243,226,86,140,80,26,54,9,1,8,26,0,26,369,369,80,92,68,48,42,20,20,274,147,127,25,281,3,43,50
51377078,0,,,50,22,28,5,4,1,42,17,25,30,11,19,41,16,25,41,16,25,12,6,6,9,4,5,6,2,4,0,0,0,8,0,8,20,20,8,3,6,0,2,0,1,11,7,4,2,10,7,0,1
